work_id,mp_name,state,district,work_category,sanctioned_amount,released_amount,status,vendor,risk_score,top_flag_reasons
MPLADS-105538,MP_BIH_2,Bihar,Patna,School Infrastructure,4259000,3171830,In Progress,Vendor Pvt Ltd 1,0.03921883074338428,"vendor_work_count, vendor_total_amount, desc_genericness_score"
MPLADS-103400,MP_GUJ_3,Gujarat,Rajkot,Sports Infrastructure,800000,773967,Completed,Vendor Pvt Ltd 2,0.03905872822559364,"is_round_amount, desc_genericness_score, amount_zscore_in_category"
MPLADS-100932,MP_WES_1,West Bengal,Malda,Street Lighting,1308000,1274902,Completed,Vendor Pvt Ltd 16,0.038975573522238016,"no_photo_flag, agency_work_count, vendor_work_count"
MPLADS-102118,MP_DEL_2,Delhi,New Delhi,Community Hall Construction,4100000,4093092,Completed,Vendor Pvt Ltd 119,0.038973780192381624,"is_round_amount, days_sanction_to_completion, vendor_total_amount"
MPLADS-104405,MP_GUJ_3,Gujarat,Rajkot,Library/Reading Room,370000,462097,Recommended,Vendor Pvt Ltd 6,0.03892783270542732,"over_release_flag, release_ratio, amount_zscore_in_category"
MPLADS-104418,MP_GUJ_1,Gujarat,Vadodara,Anganwadi Center Construction,871000,291403,Completed,Vendor Pvt Ltd 28,0.03882379239840439,"no_photo_flag, agency_work_count, days_rec_to_sanction"
MPLADS-102868,MP_DEL_1,Delhi,New Delhi,Drinking Water Supply,446000,411179,Completed,Vendor Pvt Ltd 112,0.03875434100651154,"no_photo_flag, agency_work_count, amount_zscore_in_category"
MPLADS-104648,MP_GUJ_2,Gujarat,Surat,CCTV Installation,415000,345379,In Progress,Vendor Pvt Ltd 1,0.038337372008449,"vendor_work_count, vendor_total_amount, amount_zscore_in_category"
MPLADS-100093,MP_MAH_1,Maharashtra,Nagpur,Road Construction/Repair,8300000,7822287,Completed,Vendor Pvt Ltd 80,0.03809406705007001,"is_round_amount, agency_work_count, amount_zscore_in_category"
MPLADS-105294,MP_KER_4,Kerala,Kochi,Health Facility Upgrade,2748296,977185,In Progress,Vendor Pvt Ltd 1,0.038093376975843585,"vendor_work_count, vendor_total_amount, days_sanction_to_completion"
MPLADS-103736,MP_TAM_2,Tamil Nadu,Salem,Sports Infrastructure,2480000,1750125,In Progress,Vendor Pvt Ltd 1,0.037628367496972404,"vendor_work_count, vendor_total_amount, days_rec_to_sanction"
MPLADS-104095,MP_DEL_2,Delhi,North Delhi,Sports Infrastructure,852000,851771,Completed,Vendor Pvt Ltd 3,0.0374650809260999,"no_photo_flag, agency_work_count, amount_zscore_in_category"
MPLADS-100255,MP_WES_2,West Bengal,Kolkata,CCTV Installation,200000,195854,Completed,Vendor Pvt Ltd 105,0.037112143852085056,"is_round_amount, amount_zscore_in_category, vendor_total_amount"
MPLADS-103488,MP_TAM_2,Tamil Nadu,Coimbatore,Railway Halt Amenities,8400000,8400000,Completed,Vendor Pvt Ltd 38,0.036841853087921206,"is_round_amount, agency_work_count, amount_zscore_in_category"
MPLADS-104973,MP_RAJ_2,Rajasthan,Kota,Sanitation/Toilets,934000,587116,In Progress,Vendor Pvt Ltd 1,0.03678568753034073,"vendor_work_count, vendor_total_amount, agency_work_count"
MPLADS-104745,MP_KER_4,Kerala,Kozhikode,School Infrastructure,1700000,1375780,In Progress,Vendor Pvt Ltd 104,0.03633929193437091,"is_round_amount, agency_work_count, desc_genericness_score"
MPLADS-101839,MP_RAJ_1,Rajasthan,Udaipur,School Infrastructure,1344000,1307407,Completed,Vendor Pvt Ltd 58,0.03621632713455625,"no_photo_flag, days_rec_to_sanction, amount_zscore_in_category"
MPLADS-100401,MP_TAM_1,Tamil Nadu,Salem,Road Construction/Repair,3200000,1977447,In Progress,Vendor Pvt Ltd 34,0.03621147315442552,"is_round_amount, days_rec_to_sanction, agency_work_count"
MPLADS-104872,MP_MAH_4,Maharashtra,Pune,Library/Reading Room,1286000,1272227,Completed,Vendor Pvt Ltd 87,0.036158795226764906,"no_photo_flag, days_sanction_to_completion, release_ratio"
MPLADS-103547,MP_TAM_2,Tamil Nadu,Salem,CCTV Installation,200000,185059,In Progress,Vendor Pvt Ltd 106,0.03611730906652777,"is_round_amount, amount_zscore_in_category, vendor_work_count"
MPLADS-103423,MP_KAR_2,Karnataka,Bengaluru,Community Hall Construction,5016000,4756658,Completed,Vendor Pvt Ltd 1,0.03603472702308841,"vendor_work_count, vendor_total_amount, agency_work_count"
MPLADS-104168,MP_MAH_4,Maharashtra,Aurangabad,Sanitation/Toilets,300000,283388,Completed,Vendor Pvt Ltd 40,0.035859637828922764,"is_round_amount, days_rec_to_sanction, amount_zscore_in_category"
MPLADS-100441,MP_KAR_2,Karnataka,Mysuru,Irrigation Facility,4120000,4032526,Completed,Vendor Pvt Ltd 69,0.0358202236680496,"no_photo_flag, days_rec_to_sanction, days_sanction_to_completion"
MPLADS-100829,MP_BIH_2,Bihar,Muzaffarpur,Health Facility Upgrade,2562000,2463029,Completed,Vendor Pvt Ltd 1,0.03561352770446702,"vendor_work_count, vendor_total_amount, release_ratio"
MPLADS-100812,MP_KAR_1,Karnataka,Mysuru,Drinking Water Supply,700000,0,Recommended,Vendor Pvt Ltd 119,0.03547112678357478,"is_round_amount, release_ratio, amount_zscore_in_category"
MPLADS-102310,MP_KAR_2,Karnataka,Mysuru,School Infrastructure,4400000,3980282,In Progress,Vendor Pvt Ltd 14,0.03543134302320161,"is_round_amount, desc_genericness_score, days_rec_to_sanction"
MPLADS-103297,MP_KER_4,Kerala,Kozhikode,CCTV Installation,2019000,0,Sanctioned,Vendor Pvt Ltd 99,0.034978304202083255,"desc_genericness_score, days_rec_to_sanction, release_ratio"
MPLADS-100080,MP_KAR_3,Karnataka,Hubli,Library/Reading Room,1501186,592740,In Progress,Vendor Pvt Ltd 1,0.034698574747765165,"vendor_work_count, vendor_total_amount, days_sanction_to_completion"
MPLADS-104559,MP_BIH_1,Bihar,Muzaffarpur,Irrigation Facility,6796000,5678447,In Progress,Vendor Pvt Ltd 1,0.03404627709740471,"vendor_work_count, vendor_total_amount, amount_zscore_in_category"
MPLADS-104817,MP_KAR_2,Karnataka,Hubli,Road Construction/Repair,8672000,8617209,Completed,Vendor Pvt Ltd 64,0.03385655657849862,"no_photo_flag, vendor_total_amount, amount_zscore_in_category"
MPLADS-103499,MP_TAM_2,Tamil Nadu,Chennai,Sanitation/Toilets,527000,496312,Completed,Vendor Pvt Ltd 1,0.033697716062301986,"vendor_work_count, vendor_total_amount, release_ratio"
MPLADS-104673,MP_DEL_2,Delhi,New Delhi,Sanitation/Toilets,475000,461611,Completed,Vendor Pvt Ltd 1,0.03353928887349311,"vendor_work_count, vendor_total_amount, amount_zscore_in_category"
MPLADS-101949,MP_RAJ_2,Rajasthan,Jaipur,CCTV Installation,569000,555388,Completed,Vendor Pvt Ltd 29,0.03347638212810111,"no_photo_flag, days_sanction_to_completion, days_rec_to_sanction"
MPLADS-104572,MP_RAJ_2,Rajasthan,Udaipur,Solar Power Installation,1200000,1171030,Completed,Vendor Pvt Ltd 112,0.03335099314642065,"is_round_amount, days_rec_to_sanction, release_ratio"
MPLADS-102887,MP_KER_4,Kerala,Kochi,Sports Infrastructure,2100000,1079327,In Progress,Vendor Pvt Ltd 104,0.033126308633874446,"is_round_amount, agency_work_count, vendor_work_count"
MPLADS-103715,MP_GUJ_4,Gujarat,Surat,Road Construction/Repair,2759000,2630742,Completed,Vendor Pvt Ltd 101,0.032938399283154896,"no_photo_flag, agency_work_count, days_rec_to_sanction"
MPLADS-103710,MP_TAM_2,Tamil Nadu,Coimbatore,Library/Reading Room,1179000,1128145,Completed,Vendor Pvt Ltd 1,0.03285650608360724,"vendor_work_count, vendor_total_amount, release_ratio"
MPLADS-103438,MP_UTT_2,Uttar Pradesh,Lucknow,Health Facility Upgrade,2500000,940015,In Progress,Vendor Pvt Ltd 65,0.032818070424108226,"is_round_amount, days_rec_to_sanction, days_sanction_to_completion"
MPLADS-105542,MP_KER_1,Kerala,Thiruvananthapuram,Railway Halt Amenities,9371000,9371000,Completed,Vendor Pvt Ltd 24,0.03265967500756972,"no_photo_flag, vendor_total_amount, amount_zscore_in_category"
MPLADS-103971,MP_DEL_2,Delhi,South Delhi,Sports Infrastructure,4740000,5160295,Sanctioned,Vendor Pvt Ltd 28,0.032121707095975394,"over_release_flag, amount_zscore_in_category, days_rec_to_sanction"
MPLADS-103795,MP_DEL_2,Delhi,North Delhi,Irrigation Facility,4398332,2262482,In Progress,Vendor Pvt Ltd 1,0.03204774797063359,"vendor_work_count, vendor_total_amount, days_rec_to_sanction"
MPLADS-102450,MP_KER_2,Kerala,Kozhikode,Road Construction/Repair,2800000,0,Recommended,Vendor Pvt Ltd 6,0.03196299378609313,"is_round_amount, release_ratio, vendor_total_amount"
MPLADS-100160,MP_UTT_1,Uttar Pradesh,Varanasi,Street Lighting,1141000,1140313,Completed,Vendor Pvt Ltd 1,0.03183666187172818,"vendor_work_count, vendor_total_amount, release_ratio"
MPLADS-103018,MP_KER_4,Kerala,Kozhikode,Irrigation Facility,3800000,0,Sanctioned,Vendor Pvt Ltd 109,0.03182467380248721,"is_round_amount, release_ratio, days_rec_to_sanction"
MPLADS-102549,MP_BIH_1,Bihar,Bhagalpur,Drinking Water Supply,1600000,1485788,Completed,Vendor Pvt Ltd 119,0.03179580836928175,"is_round_amount, days_rec_to_sanction, vendor_total_amount"
MPLADS-103204,MP_DEL_3,Delhi,New Delhi,Library/Reading Room,2000000,0,Sanctioned,Vendor Pvt Ltd 44,0.03149529613218671,"is_round_amount, release_ratio, vendor_total_amount"
MPLADS-101760,MP_KAR_3,Karnataka,Bengaluru,Community Hall Construction,3008000,3683225,Recommended,Vendor Pvt Ltd 107,0.031179053134325896,"over_release_flag, agency_work_count, release_ratio"
MPLADS-105544,MP_DEL_1,Delhi,South Delhi,Street Lighting,1700000,1580823,Completed,Vendor Pvt Ltd 43,0.03111243139933484,"is_round_amount, agency_work_count, days_sanction_to_completion"
MPLADS-102640,MP_BIH_2,Bihar,Gaya,Irrigation Facility,7400000,0,Recommended,Vendor Pvt Ltd 38,0.030783517055261944,"is_round_amount, release_ratio, amount_zscore_in_category"
MPLADS-105175,MP_GUJ_5,Gujarat,Surat,Anganwadi Center Construction,1919000,2124298,In Progress,Vendor Pvt Ltd 98,0.030704681726337224,"over_release_flag, amount_zscore_in_category, vendor_work_count"
MPLADS-101232,MP_KAR_1,Karnataka,Mysuru,Street Lighting,1012000,1010864,Completed,Vendor Pvt Ltd 120,0.0306595576680726,"no_photo_flag, days_sanction_to_completion, days_rec_to_sanction"
MPLADS-105692,MP_KER_1,Kerala,Kozhikode,Drinking Water Supply,2900000,0,Sanctioned,Vendor Pvt Ltd 6,0.030317516460786842,"is_round_amount, release_ratio, agency_work_count"
MPLADS-100101,MP_DEL_2,Delhi,North Delhi,CCTV Installation,1792000,0,Completed,Vendor Pvt Ltd 108,0.030281209169655265,"no_photo_flag, agency_work_count, release_ratio"
MPLADS-102873,MP_KER_3,Kerala,Thiruvananthapuram,Drinking Water Supply,3000000,1979676,In Progress,Vendor Pvt Ltd 93,0.02985174568662108,"is_round_amount, agency_work_count, vendor_work_count"
MPLADS-101382,MP_KER_3,Kerala,Thiruvananthapuram,Anganwadi Center Construction,1607000,1521144,Completed,Vendor Pvt Ltd 16,0.02977720826631436,"no_photo_flag, agency_work_count, vendor_work_count"
MPLADS-100861,MP_KER_1,Kerala,Kochi,Street Lighting,1271000,1196143,Completed,Vendor Pvt Ltd 18,0.02913165671146012,"no_photo_flag, vendor_total_amount, vendor_work_count"
MPLADS-103944,MP_KAR_3,Karnataka,Bengaluru,Library/Reading Room,1000000,927361,Completed,Vendor Pvt Ltd 75,0.02892717365209374,"is_round_amount, days_sanction_to_completion, vendor_total_amount"
MPLADS-102268,MP_KAR_1,Karnataka,Bengaluru,Road Construction/Repair,4400000,2047551,In Progress,Vendor Pvt Ltd 27,0.028647301072928122,"is_round_amount, vendor_total_amount, vendor_work_count"
MPLADS-101691,MP_GUJ_2,Gujarat,Rajkot,CCTV Installation,1630000,1545856,Completed,Vendor Pvt Ltd 88,0.028378523194293237,"no_photo_flag, days_sanction_to_completion, days_rec_to_sanction"
MPLADS-103149,MP_DEL_3,Delhi,South Delhi,Irrigation Facility,3500000,0,Sanctioned,Vendor Pvt Ltd 83,0.028175346998732365,"is_round_amount, agency_work_count, release_ratio"
MPLADS-104744,MP_KER_2,Kerala,Kochi,Irrigation Facility,672000,643183,Completed,Vendor Pvt Ltd 120,0.02766996796689325,"no_photo_flag, amount_zscore_in_category, vendor_work_count"
MPLADS-100445,MP_KER_2,Kerala,Kozhikode,Street Lighting,300000,0,Recommended,Vendor Pvt Ltd 51,0.02660965398710935,"is_round_amount, release_ratio, amount_zscore_in_category"
MPLADS-103934,MP_KAR_3,Karnataka,Bengaluru,School Infrastructure,2242000,2242000,Completed,Vendor Pvt Ltd 6,0.026562439671811267,"no_photo_flag, desc_genericness_score, vendor_total_amount"
MPLADS-100017,MP_KER_3,Kerala,Kozhikode,Health Facility Upgrade,6588000,7745763,Completed,Vendor Pvt Ltd 86,0.02604583623415857,"over_release_flag, days_sanction_to_completion, amount_zscore_in_category"
MPLADS-104245,MP_UTT_2,Uttar Pradesh,Meerut,Road Construction/Repair,1597000,1540618,Completed,Vendor Pvt Ltd 34,0.025813775059220112,"no_photo_flag, agency_work_count, days_sanction_to_completion"
MPLADS-104714,MP_DEL_3,Delhi,New Delhi,Railway Halt Amenities,1150000,1143971,Completed,Vendor Pvt Ltd 5,0.02556857566947346,"no_photo_flag, amount_zscore_in_category, vendor_total_amount"
MPLADS-102115,MP_MAH_2,Maharashtra,Pune,Anganwadi Center Construction,400000,0,Sanctioned,Vendor Pvt Ltd 56,0.025265145126665445,"is_round_amount, release_ratio, amount_zscore_in_category"
MPLADS-105091,MP_RAJ_2,Rajasthan,Jodhpur,School Infrastructure,4523000,5416952,Completed,Vendor Pvt Ltd 76,0.02505920200210543,"over_release_flag, agency_work_count, release_ratio"
MPLADS-102796,MP_TAM_1,Tamil Nadu,Madurai,Solar Power Installation,949000,875517,Completed,Vendor Pvt Ltd 73,0.02476061735008228,"no_photo_flag, days_sanction_to_completion, vendor_work_count"
MPLADS-105178,MP_RAJ_2,Rajasthan,Jaipur,Sanitation/Toilets,200000,0,Recommended,Vendor Pvt Ltd 111,0.024529658841514035,"is_round_amount, amount_zscore_in_category, release_ratio"
MPLADS-101699,MP_BIH_1,Bihar,Muzaffarpur,Drinking Water Supply,2600000,0,Sanctioned,Vendor Pvt Ltd 4,0.023961569968820262,"is_round_amount, release_ratio, vendor_work_count"
MPLADS-102077,MP_KER_1,Kerala,Kochi,Health Facility Upgrade,600000,0,Sanctioned,Vendor Pvt Ltd 115,0.02357266769230637,"is_round_amount, amount_zscore_in_category, release_ratio"
MPLADS-104790,MP_GUJ_3,Gujarat,Vadodara,Railway Halt Amenities,1430000,0,Sanctioned,Vendor Pvt Ltd 44,0.023509287907568455,"desc_genericness_score, release_ratio, amount_zscore_in_category"
MPLADS-103023,MP_GUJ_4,Gujarat,Vadodara,Library/Reading Room,400000,391726,Completed,Vendor Pvt Ltd 85,0.023399074510104922,"is_round_amount, amount_zscore_in_category, release_ratio"
MPLADS-101837,MP_GUJ_4,Gujarat,Vadodara,Street Lighting,1800000,1746791,In Progress,Vendor Pvt Ltd 64,0.023099278399773993,"is_round_amount, vendor_total_amount, amount_zscore_in_category"
MPLADS-104346,MP_RAJ_1,Rajasthan,Jaipur,Irrigation Facility,600000,591828,Completed,Vendor Pvt Ltd 77,0.02307185565142078,"is_round_amount, days_sanction_to_completion, amount_zscore_in_category"
MPLADS-101366,MP_TAM_2,Tamil Nadu,Madurai,Railway Halt Amenities,3100000,0,Sanctioned,Vendor Pvt Ltd 66,0.022879937187130328,"is_round_amount, release_ratio, vendor_total_amount"
MPLADS-100869,MP_DEL_1,Delhi,New Delhi,Sanitation/Toilets,273000,261902,Completed,Vendor Pvt Ltd 75,0.022856518524232206,"no_photo_flag, amount_zscore_in_category, vendor_total_amount"
MPLADS-101483,MP_GUJ_5,Gujarat,Rajkot,CCTV Installation,600000,0,Recommended,Vendor Pvt Ltd 34,0.022459282688707227,"is_round_amount, release_ratio, agency_work_count"
MPLADS-105959,MP_WES_1,West Bengal,Howrah,Irrigation Facility,4169000,4065906,Completed,Vendor Pvt Ltd 97,0.022365205932764476,"no_photo_flag, days_rec_to_sanction, days_sanction_to_completion"
MPLADS-104325,MP_KAR_1,Karnataka,Hubli,Sanitation/Toilets,1434000,1420106,Completed,Vendor Pvt Ltd 70,0.022353718278626533,"no_photo_flag, amount_zscore_in_category, vendor_work_count"
MPLADS-100913,MP_KER_1,Kerala,Kozhikode,Sports Infrastructure,876000,854659,Completed,Vendor Pvt Ltd 106,0.022285793682858324,"days_sanction_to_completion, desc_genericness_score, days_rec_to_sanction"
MPLADS-104039,MP_KAR_3,Karnataka,Mysuru,Health Facility Upgrade,658000,653799,Completed,Vendor Pvt Ltd 69,0.02224579828791584,"no_photo_flag, amount_zscore_in_category, agency_work_count"
MPLADS-104554,MP_DEL_1,Delhi,South Delhi,Drinking Water Supply,700000,0,Sanctioned,Vendor Pvt Ltd 13,0.022049187270077653,"is_round_amount, release_ratio, amount_zscore_in_category"
MPLADS-105075,MP_MAH_4,Maharashtra,Thane,Library/Reading Room,2186000,2461042,In Progress,Vendor Pvt Ltd 25,0.021877707588718764,"over_release_flag, vendor_work_count, release_ratio"
MPLADS-103119,MP_GUJ_2,Gujarat,Surat,School Infrastructure,3600000,2986000,In Progress,Vendor Pvt Ltd 28,0.02134387789201564,"is_round_amount, vendor_work_count, desc_genericness_score"
MPLADS-104969,MP_GUJ_4,Gujarat,Vadodara,School Infrastructure,3384000,2118609,Completed,Vendor Pvt Ltd 15,0.021289175546526318,"no_photo_flag, desc_genericness_score, agency_work_count"
MPLADS-105875,MP_TAM_1,Tamil Nadu,Madurai,Library/Reading Room,1200000,516062,In Progress,Vendor Pvt Ltd 79,0.02115084493640651,"is_round_amount, vendor_total_amount, days_rec_to_sanction"
MPLADS-100325,MP_KAR_1,Karnataka,Belagavi,Sports Infrastructure,959000,409237,Completed,Vendor Pvt Ltd 89,0.021051948366948903,"no_photo_flag, amount_zscore_in_category, days_rec_to_sanction"
MPLADS-100760,MP_UTT_2,Uttar Pradesh,Kanpur,Irrigation Facility,880000,875130,Completed,Vendor Pvt Ltd 46,0.020533335517018414,"no_photo_flag, amount_zscore_in_category, agency_work_count"
MPLADS-101945,MP_UTT_1,Uttar Pradesh,Kanpur,Drinking Water Supply,4482000,4871277,Sanctioned,Vendor Pvt Ltd 35,0.019089180786811433,"over_release_flag, agency_work_count, amount_zscore_in_category"
MPLADS-101950,MP_KAR_2,Karnataka,Bengaluru,Anganwadi Center Construction,567000,557748,Completed,Vendor Pvt Ltd 25,0.01903057005230402,"no_photo_flag, vendor_work_count, amount_zscore_in_category"
MPLADS-105778,MP_GUJ_2,Gujarat,Ahmedabad,Drinking Water Supply,3000000,2856077,Completed,Vendor Pvt Ltd 86,0.018961290369151396,"is_round_amount, agency_work_count, release_ratio"
MPLADS-105427,MP_KAR_2,Karnataka,Bengaluru,Community Hall Construction,5251000,5664009,Completed,Vendor Pvt Ltd 38,0.01895500829014729,"over_release_flag, days_rec_to_sanction, release_ratio"
MPLADS-104949,MP_KER_2,Kerala,Kochi,Solar Power Installation,1100000,526007,In Progress,Vendor Pvt Ltd 116,0.018947940836765764,"is_round_amount, days_rec_to_sanction, amount_zscore_in_category"
MPLADS-104343,MP_GUJ_3,Gujarat,Vadodara,CCTV Installation,800000,0,Sanctioned,Vendor Pvt Ltd 81,0.018666211788312514,"is_round_amount, release_ratio, days_rec_to_sanction"
MPLADS-100586,MP_MAH_4,Maharashtra,Nashik,Irrigation Facility,5520000,5349762,Completed,Vendor Pvt Ltd 45,0.01863517245581847,"no_photo_flag, days_rec_to_sanction, days_sanction_to_completion"
MPLADS-101393,MP_WES_1,West Bengal,Darjeeling,Road Construction/Repair,7705000,7347570,Completed,Vendor Pvt Ltd 25,0.018609352135779522,"no_photo_flag, days_sanction_to_completion, vendor_work_count"
MPLADS-102565,MP_MAH_3,Maharashtra,Nagpur,Community Hall Construction,2500000,2344522,Completed,Vendor Pvt Ltd 19,0.018366224391918706,"is_round_amount, days_rec_to_sanction, days_sanction_to_completion"
MPLADS-102193,MP_MAH_1,Maharashtra,Pune,Road Construction/Repair,7000000,6559421,In Progress,Vendor Pvt Ltd 11,0.018308889714060195,"is_round_amount, days_rec_to_sanction, agency_work_count"
MPLADS-105181,MP_DEL_2,Delhi,New Delhi,Solar Power Installation,3153000,0,Sanctioned,Vendor Pvt Ltd 38,0.017876840672654826,"desc_genericness_score, release_ratio, amount_zscore_in_category"
MPLADS-105520,MP_DEL_3,Delhi,New Delhi,Road Construction/Repair,3609000,3383300,Completed,Vendor Pvt Ltd 2,0.017786550548316793,"no_photo_flag, days_sanction_to_completion, release_ratio"
MPLADS-105099,MP_KAR_1,Karnataka,Belagavi,Sports Infrastructure,408000,399744,Completed,Vendor Pvt Ltd 62,0.017771268466448498,"no_photo_flag, amount_zscore_in_category, desc_genericness_score"
MPLADS-102213,MP_GUJ_1,Gujarat,Vadodara,Solar Power Installation,2700000,0,Sanctioned,Vendor Pvt Ltd 111,0.017468237235597206,"is_round_amount, release_ratio, amount_zscore_in_category"
MPLADS-102831,MP_DEL_1,Delhi,North Delhi,School Infrastructure,4417000,4377414,Completed,Vendor Pvt Ltd 53,0.01714146963867791,"days_rec_to_sanction, agency_work_count, desc_genericness_score"
MPLADS-100552,MP_WES_1,West Bengal,Kolkata,Community Hall Construction,7500000,6939166,Completed,Vendor Pvt Ltd 17,0.017083822463123566,"is_round_amount, days_sanction_to_completion, amount_zscore_in_category"
MPLADS-102718,MP_GUJ_1,Gujarat,Vadodara,School Infrastructure,3048000,0,Completed,Vendor Pvt Ltd 45,0.017063986602374404,"no_photo_flag, release_ratio, desc_genericness_score"
MPLADS-105642,MP_KAR_1,Karnataka,Mysuru,Sports Infrastructure,1902000,2042352,In Progress,Vendor Pvt Ltd 81,0.017036558750952446,"over_release_flag, desc_genericness_score, release_ratio"
MPLADS-100787,MP_WES_1,West Bengal,Howrah,Drinking Water Supply,3600000,0,Recommended,Vendor Pvt Ltd 85,0.016967447918186496,"is_round_amount, release_ratio, amount_zscore_in_category"
MPLADS-100518,MP_WES_1,West Bengal,Malda,Sanitation/Toilets,1030000,1002094,Completed,Vendor Pvt Ltd 53,0.01677385152785471,"no_photo_flag, days_sanction_to_completion, days_rec_to_sanction"
MPLADS-103048,MP_WES_2,West Bengal,Darjeeling,Drinking Water Supply,4200000,3890830,Completed,Vendor Pvt Ltd 108,0.016756731625694465,"is_round_amount, amount_zscore_in_category, vendor_total_amount"
MPLADS-100501,MP_UTT_1,Uttar Pradesh,Meerut,Anganwadi Center Construction,1041000,1268941,Completed,Vendor Pvt Ltd 112,0.01668128424843962,"over_release_flag, agency_work_count, release_ratio"
MPLADS-104078,MP_GUJ_1,Gujarat,Vadodara,Community Hall Construction,6800000,4930352,In Progress,Vendor Pvt Ltd 104,0.016627278434543702,"is_round_amount, days_rec_to_sanction, amount_zscore_in_category"
MPLADS-103862,MP_MAH_1,Maharashtra,Aurangabad,Irrigation Facility,700000,0,Sanctioned,Vendor Pvt Ltd 74,0.016158488124990322,"is_round_amount, amount_zscore_in_category, release_ratio"
MPLADS-102607,MP_MAH_3,Maharashtra,Aurangabad,Community Hall Construction,5800000,0,Sanctioned,Vendor Pvt Ltd 112,0.01603944796523049,"is_round_amount, release_ratio, days_sanction_to_completion"
MPLADS-100546,MP_KAR_1,Karnataka,Hubli,Library/Reading Room,2127000,0,Sanctioned,Vendor Pvt Ltd 18,0.01595512166635704,"agency_work_count, days_rec_to_sanction, vendor_total_amount"
MPLADS-102902,MP_KAR_2,Karnataka,Mysuru,Sanitation/Toilets,1299000,1596355,Completed,Vendor Pvt Ltd 93,0.015685062882161094,"over_release_flag, release_ratio, amount_zscore_in_category"
MPLADS-101178,MP_TAM_1,Tamil Nadu,Salem,Anganwadi Center Construction,300000,292192,Completed,Vendor Pvt Ltd 86,0.01559647377367468,"is_round_amount, amount_zscore_in_category, days_rec_to_sanction"
MPLADS-104120,MP_MAH_1,Maharashtra,Nagpur,Community Hall Construction,7586000,7165839,Completed,Vendor Pvt Ltd 55,0.015369161570440437,"no_photo_flag, agency_work_count, amount_zscore_in_category"
MPLADS-101554,MP_TAM_1,Tamil Nadu,Salem,School Infrastructure,3490000,4257782,Completed,Vendor Pvt Ltd 40,0.015339734444382191,"over_release_flag, release_ratio, desc_genericness_score"
MPLADS-103339,MP_BIH_2,Bihar,Bhagalpur,Anganwadi Center Construction,1360000,1264780,Completed,Vendor Pvt Ltd 52,0.015302291273787016,"no_photo_flag, vendor_total_amount, release_ratio"
MPLADS-100565,MP_MAH_2,Maharashtra,Aurangabad,Railway Halt Amenities,9200000,8568881,Completed,Vendor Pvt Ltd 23,0.015011127415750836,"is_round_amount, amount_zscore_in_category, agency_work_count"
MPLADS-105328,MP_KER_3,Kerala,Kozhikode,Drinking Water Supply,4162000,0,Completed,Vendor Pvt Ltd 74,0.014980767492185354,"no_photo_flag, agency_work_count, days_rec_to_sanction"
MPLADS-103596,MP_GUJ_5,Gujarat,Ahmedabad,Sanitation/Toilets,900000,0,Recommended,Vendor Pvt Ltd 74,0.014517727533696623,"is_round_amount, release_ratio, agency_work_count"
MPLADS-100910,MP_RAJ_1,Rajasthan,Udaipur,School Infrastructure,5741000,5500492,Completed,Vendor Pvt Ltd 64,0.014271220977071564,"agency_work_count, days_sanction_to_completion, amount_zscore_in_category"
MPLADS-103079,MP_DEL_1,Delhi,North Delhi,Solar Power Installation,3009000,2789091,Completed,Vendor Pvt Ltd 93,0.01391372399625268,"no_photo_flag, days_sanction_to_completion, amount_zscore_in_category"
MPLADS-101784,MP_RAJ_1,Rajasthan,Jodhpur,CCTV Installation,1521000,1499020,Completed,Vendor Pvt Ltd 85,0.01386272396627275,"no_photo_flag, days_rec_to_sanction, agency_work_count"
MPLADS-105050,MP_TAM_2,Tamil Nadu,Salem,Road Construction/Repair,6134000,5703098,Completed,Vendor Pvt Ltd 54,0.013827408041629186,"no_photo_flag, agency_work_count, days_sanction_to_completion"
MPLADS-101050,MP_KER_2,Kerala,Kozhikode,Sanitation/Toilets,600000,0,Sanctioned,Vendor Pvt Ltd 120,0.013810563819033228,"is_round_amount, release_ratio, vendor_work_count"
MPLADS-100031,MP_KAR_1,Karnataka,Bengaluru,CCTV Installation,2400000,2348377,Completed,Vendor Pvt Ltd 85,0.01361900198461341,"is_round_amount, amount_zscore_in_category, days_sanction_to_completion"
MPLADS-104716,MP_GUJ_1,Gujarat,Surat,Railway Halt Amenities,1200000,1192152,Completed,Vendor Pvt Ltd 14,0.01332250694689352,"is_round_amount, amount_zscore_in_category, days_sanction_to_completion"
MPLADS-101525,MP_DEL_1,Delhi,New Delhi,Anganwadi Center Construction,796000,771108,Completed,Vendor Pvt Ltd 31,0.013157428493992929,"no_photo_flag, agency_work_count, vendor_total_amount"
MPLADS-103543,MP_WES_1,West Bengal,Kolkata,Anganwadi Center Construction,1878000,1774008,Completed,Vendor Pvt Ltd 15,0.013107758105047385,"no_photo_flag, days_rec_to_sanction, amount_zscore_in_category"
MPLADS-103885,MP_GUJ_2,Gujarat,Surat,CCTV Installation,1988000,1834835,Completed,Vendor Pvt Ltd 76,0.012962358485470005,"no_photo_flag, days_sanction_to_completion, amount_zscore_in_category"
MPLADS-101283,MP_GUJ_5,Gujarat,Rajkot,School Infrastructure,4084000,3977300,Completed,Vendor Pvt Ltd 45,0.012837084567549284,"no_photo_flag, desc_genericness_score, vendor_total_amount"
