work_id,mp_name,state,district,work_category,sanctioned_amount,released_amount,status,vendor,implementing_agency,iso_score,lof_score,ensemble_score,network_risk_flag,flagged_by_model,risk_level,risk_priority,top_flag_reasons
MPLADS-102151,MP_BIH_1,Bihar,Muzaffarpur,CCTV Installation,1698000,1602631,In Progress,Vendor Pvt Ltd 104,Implementing Agency 15,0.31894484734802286,0.07592841073110787,0.19743662903956538,0,False,Normal,4,"agency_work_count, agency_betweenness, vendor_work_count"
MPLADS-105686,MP_TAM_2,Tamil Nadu,Chennai,Solar Power Installation,2997000,3285366,Recommended,Vendor Pvt Ltd 117,Implementing Agency 29,0.37465079401449985,0.020175940903986642,0.19741336745924326,0,False,Normal,4,"over_release_flag, release_ratio, amount_zscore_in_category"
MPLADS-100706,MP_BIH_1,Bihar,Muzaffarpur,Sports Infrastructure,3203000,3775338,Completed,Vendor Pvt Ltd 60,Implementing Agency 19,0.37331949923403107,0.021274297209048085,0.1972968982215396,0,False,Normal,4,"over_release_flag, release_ratio, days_sanction_to_completion"
MPLADS-104107,MP_GUJ_1,Gujarat,Vadodara,Irrigation Facility,1163000,0,Recommended,Vendor Pvt Ltd 16,Implementing Agency 45,0.31706745326636276,0.07741870646038869,0.19724307986337572,0,False,Normal,4,"release_ratio, vendor_degree_centrality, amount_zscore_in_category"
MPLADS-101664,MP_TAM_1,Tamil Nadu,Chennai,Community Hall Construction,6087000,0,Recommended,Vendor Pvt Ltd 13,Implementing Agency 13,0.2977568108837826,0.09672898003776993,0.19724289546077625,0,False,Normal,4,"agency_work_count, agency_betweenness, release_ratio"
MPLADS-103274,MP_RAJ_1,Rajasthan,Jodhpur,Street Lighting,1074000,0,Recommended,Vendor Pvt Ltd 59,Implementing Agency 42,0.36583569645986375,0.02853261452737104,0.1971841554936174,0,False,Normal,4,"desc_generic_flag, release_ratio, days_sanction_to_completion"
MPLADS-101625,MP_UTT_1,Uttar Pradesh,Kanpur,Sanitation/Toilets,629000,0,Sanctioned,Vendor Pvt Ltd 96,Implementing Agency 55,0.3623024268533188,0.03205293616055787,0.19717768150693835,0,False,Normal,4,"desc_generic_flag, release_ratio, agency_work_count"
MPLADS-102846,MP_KER_3,Kerala,Kochi,Solar Power Installation,2818000,2601476,Completed,Vendor Pvt Ltd 52,Implementing Agency 51,0.2673413978772943,0.12674040694007915,0.1970409024086867,0,False,Normal,4,"agency_work_count, agency_betweenness, vendor_total_amount"
MPLADS-100973,MP_GUJ_2,Gujarat,Ahmedabad,Irrigation Facility,2362000,1357842,In Progress,Vendor Pvt Ltd 55,Implementing Agency 33,0.36281750595828877,0.03093378869177586,0.19687564732503232,0,False,Normal,4,"desc_generic_flag, agency_work_count, agency_betweenness"
MPLADS-105760,MP_TAM_1,Tamil Nadu,Salem,Sports Infrastructure,474000,0,Sanctioned,Vendor Pvt Ltd 79,Implementing Agency 39,0.26678037127458176,0.12697071680428068,0.19687554403943122,0,False,Normal,4,"days_rec_to_sanction, release_ratio, amount_zscore_in_category"
MPLADS-101872,MP_KER_4,Kerala,Thiruvananthapuram,Sanitation/Toilets,1393000,1284781,Completed,Vendor Pvt Ltd 31,Implementing Agency 40,0.3054737910960884,0.08825212254230515,0.19686295681919677,0,False,Normal,4,"days_sanction_to_completion, vendor_degree_centrality, amount_zscore_in_category"
MPLADS-105425,MP_WES_2,West Bengal,Kolkata,Railway Halt Amenities,5214000,5195013,Completed,Vendor Pvt Ltd 73,Implementing Agency 4,0.3394586405675619,0.05416921240015396,0.19681392648385793,0,False,Normal,4,"vendor_degree_centrality, agency_betweenness, vendor_work_count"
MPLADS-103506,MP_TAM_2,Tamil Nadu,Madurai,Sanitation/Toilets,1173000,1095485,Completed,Vendor Pvt Ltd 6,Implementing Agency 28,0.36227851059102273,0.03131994537879983,0.19679922798491128,0,False,Normal,4,"desc_generic_flag, days_rec_to_sanction, vendor_total_amount"
MPLADS-100068,MP_UTT_1,Uttar Pradesh,Agra,Sanitation/Toilets,339000,316952,Completed,Vendor Pvt Ltd 60,Implementing Agency 54,0.37719334397119936,0.01620308776058872,0.19669821586589403,0,False,Normal,4,"desc_generic_flag, days_sanction_to_completion, amount_zscore_in_category"
MPLADS-101225,MP_GUJ_2,Gujarat,Ahmedabad,Road Construction/Repair,6405000,6130266,Completed,Vendor Pvt Ltd 55,Implementing Agency 1,0.37510100194258705,0.018242221175526138,0.1966716115590566,0,False,Normal,4,"no_photo_flag, days_sanction_to_completion, agency_betweenness"
MPLADS-102305,MP_KER_2,Kerala,Thiruvananthapuram,Anganwadi Center Construction,1486000,0,Sanctioned,Vendor Pvt Ltd 25,Implementing Agency 18,0.2897759176659406,0.10335737917439654,0.19656664842016855,0,False,Normal,4,"vendor_degree_centrality, release_ratio, vendor_work_count"
MPLADS-105989,MP_WES_2,West Bengal,Kolkata,Street Lighting,1613000,1531913,Completed,Vendor Pvt Ltd 120,Implementing Agency 51,0.28023087729493185,0.11283754661936467,0.19653421195714826,0,False,Normal,4,"agency_work_count, agency_betweenness, days_sanction_to_completion"
MPLADS-103928,MP_BIH_2,Bihar,Gaya,Anganwadi Center Construction,1477000,0,Recommended,Vendor Pvt Ltd 38,Implementing Agency 6,0.3785197552245622,0.01439761366433396,0.19645868444444808,0,False,Normal,4,"desc_generic_flag, release_ratio, vendor_work_count"
MPLADS-102666,MP_MAH_1,Maharashtra,Thane,Library/Reading Room,347000,326057,Completed,Vendor Pvt Ltd 76,Implementing Agency 27,0.37373470675932513,0.019075451836487105,0.19640507929790613,0,False,Normal,4,"no_photo_flag, amount_zscore_in_category, release_ratio"
MPLADS-100983,MP_MAH_4,Maharashtra,Nagpur,Solar Power Installation,1774000,1263556,In Progress,Vendor Pvt Ltd 58,Implementing Agency 56,0.3811721383393229,0.011620122156993623,0.19639613024815827,1,False,Normal,4,"network_risk_flag, vendor_degree_centrality, vendor_work_count"
MPLADS-102007,MP_TAM_2,Tamil Nadu,Chennai,Sports Infrastructure,4738000,3196553,In Progress,Vendor Pvt Ltd 37,Implementing Agency 21,0.36456305941952805,0.028200805982172696,0.19638193270085036,0,False,Normal,4,"desc_generic_flag, amount_zscore_in_category, vendor_work_count"
MPLADS-100903,MP_UTT_2,Uttar Pradesh,Agra,Street Lighting,688000,662683,Completed,Vendor Pvt Ltd 99,Implementing Agency 23,0.3701901105206559,0.022537767854211816,0.19636393918743386,0,False,Normal,4,"desc_generic_flag, days_sanction_to_completion, days_rec_to_sanction"
MPLADS-102830,MP_UTT_1,Uttar Pradesh,Varanasi,Health Facility Upgrade,1341000,789354,In Progress,Vendor Pvt Ltd 64,Implementing Agency 5,0.2402395265062322,0.1524400499097615,0.19633978820799686,0,False,Normal,4,"vendor_degree_centrality, vendor_total_amount, days_rec_to_sanction"
MPLADS-102150,MP_KER_3,Kerala,Kochi,Community Hall Construction,6016000,0,Sanctioned,Vendor Pvt Ltd 106,Implementing Agency 49,0.2801103393219387,0.11237543497711464,0.19624288714952665,0,False,Normal,4,"vendor_work_count, release_ratio, vendor_degree_centrality"
MPLADS-101893,MP_RAJ_1,Rajasthan,Jaipur,Sanitation/Toilets,1462000,651797,In Progress,Vendor Pvt Ltd 22,Implementing Agency 54,0.3591890319002446,0.032995412315238906,0.19609222210774174,0,False,Normal,4,"desc_generic_flag, amount_zscore_in_category, agency_work_count"
MPLADS-105554,MP_UTT_2,Uttar Pradesh,Meerut,Street Lighting,1534000,0,Sanctioned,Vendor Pvt Ltd 68,Implementing Agency 1,0.3759233981100441,0.016068795512495966,0.19599609681127003,0,False,Normal,4,"desc_generic_flag, release_ratio, agency_betweenness"
MPLADS-103977,MP_KER_3,Kerala,Thiruvananthapuram,Library/Reading Room,1870000,0,Sanctioned,Vendor Pvt Ltd 16,Implementing Agency 46,0.32462506516223266,0.06722381095954516,0.1959244380608889,0,False,Normal,4,"release_ratio, vendor_degree_centrality, vendor_work_count"
MPLADS-104892,MP_UTT_2,Uttar Pradesh,Varanasi,CCTV Installation,1865000,875349,In Progress,Vendor Pvt Ltd 102,Implementing Agency 15,0.33873691248580606,0.053103480651215514,0.19592019656851078,0,False,Normal,4,"agency_work_count, agency_betweenness, vendor_degree_centrality"
MPLADS-102206,MP_MAH_3,Maharashtra,Thane,Sports Infrastructure,3770000,3525072,In Progress,Vendor Pvt Ltd 28,Implementing Agency 13,0.316522989352395,0.07528629522376672,0.19590464228808085,0,False,Normal,4,"agency_work_count, agency_betweenness, vendor_work_count"
MPLADS-104575,MP_DEL_2,Delhi,South Delhi,Anganwadi Center Construction,443000,432858,Completed,Vendor Pvt Ltd 4,Implementing Agency 37,0.2731501246450611,0.11847278717951845,0.19581145591228977,0,False,Normal,4,"vendor_degree_centrality, amount_zscore_in_category, vendor_work_count"
MPLADS-102717,MP_KAR_2,Karnataka,Belagavi,Irrigation Facility,7001000,6605511,Completed,Vendor Pvt Ltd 42,Implementing Agency 36,0.3698128383668905,0.021781318209567895,0.1957970782882292,0,False,Normal,4,"no_photo_flag, amount_zscore_in_category, release_ratio"
MPLADS-101991,MP_DEL_3,Delhi,North Delhi,Irrigation Facility,8476000,0,Sanctioned,Vendor Pvt Ltd 24,Implementing Agency 60,0.29247041389318235,0.09896677871467377,0.19571859630392807,0,False,Normal,4,"vendor_total_amount, release_ratio, amount_zscore_in_category"
MPLADS-105259,MP_DEL_3,Delhi,North Delhi,Community Hall Construction,2709000,0,Sanctioned,Vendor Pvt Ltd 102,Implementing Agency 44,0.28832580896315974,0.10298755421109843,0.19565668158712907,0,False,Normal,4,"agency_work_count, release_ratio, agency_betweenness"
MPLADS-104791,MP_GUJ_1,Gujarat,Ahmedabad,Street Lighting,1975000,0,Recommended,Vendor Pvt Ltd 118,Implementing Agency 51,0.28121330080713364,0.11003616738429914,0.1956247340957164,0,False,Normal,4,"agency_work_count, agency_betweenness, amount_zscore_in_category"
MPLADS-103690,MP_UTT_1,Uttar Pradesh,Lucknow,Railway Halt Amenities,2494000,2353303,Completed,Vendor Pvt Ltd 64,Implementing Agency 40,0.2610544354139671,0.12999076721645106,0.1955226013152091,0,False,Normal,4,"vendor_degree_centrality, vendor_total_amount, agency_betweenness"
MPLADS-101620,MP_KER_3,Kerala,Thiruvananthapuram,Solar Power Installation,2421000,2357075,Completed,Vendor Pvt Ltd 98,Implementing Agency 14,0.2883378711585382,0.10258195948304437,0.1954599153207913,0,False,Normal,4,"days_sanction_to_completion, agency_betweenness, vendor_work_count"
MPLADS-101377,MP_UTT_2,Uttar Pradesh,Agra,Street Lighting,238000,77423,In Progress,Vendor Pvt Ltd 117,Implementing Agency 42,0.3587261218458134,0.03213079322431157,0.19542845753506247,0,False,Normal,4,"desc_generic_flag, amount_zscore_in_category, days_sanction_to_completion"
MPLADS-101016,MP_KER_2,Kerala,Kochi,Road Construction/Repair,8674000,8112486,Completed,Vendor Pvt Ltd 28,Implementing Agency 31,0.30874797174381674,0.08210718130663722,0.19542757652522696,0,False,Normal,4,"days_sanction_to_completion, amount_zscore_in_category, vendor_work_count"
MPLADS-104051,MP_DEL_2,Delhi,New Delhi,Solar Power Installation,2626000,2469727,Completed,Vendor Pvt Ltd 109,Implementing Agency 56,0.2539778908023443,0.136701529448925,0.19533971012563464,0,False,Normal,4,"days_rec_to_sanction, vendor_work_count, release_ratio"
MPLADS-104109,MP_MAH_4,Maharashtra,Pune,Sports Infrastructure,481000,455034,Completed,Vendor Pvt Ltd 61,Implementing Agency 4,0.29367307085859773,0.0969582697711006,0.19531567031484917,0,False,Normal,4,"agency_betweenness, vendor_degree_centrality, amount_zscore_in_category"
MPLADS-101280,MP_KAR_1,Karnataka,Mysuru,Sanitation/Toilets,791000,735094,Completed,Vendor Pvt Ltd 50,Implementing Agency 44,0.2951704533115763,0.09541966082660953,0.19529505706909292,0,False,Normal,4,"agency_work_count, days_rec_to_sanction, agency_betweenness"
MPLADS-104626,MP_WES_1,West Bengal,Kolkata,Drinking Water Supply,3538000,0,Recommended,Vendor Pvt Ltd 110,Implementing Agency 10,0.3179277528189164,0.07246433010769611,0.19519604146330624,0,False,Normal,4,"vendor_total_amount, release_ratio, vendor_work_count"
MPLADS-103055,MP_GUJ_3,Gujarat,Vadodara,Irrigation Facility,8854000,0,Sanctioned,Vendor Pvt Ltd 106,Implementing Agency 37,0.3034911247659563,0.08684299583909572,0.195167060302526,0,False,Normal,4,"amount_zscore_in_category, vendor_work_count, release_ratio"
MPLADS-102438,MP_KER_1,Kerala,Thiruvananthapuram,Road Construction/Repair,3678000,3052350,In Progress,Vendor Pvt Ltd 92,Implementing Agency 39,0.2439379710629171,0.1463482720200775,0.1951431215414973,0,False,Normal,4,"days_rec_to_sanction, days_sanction_to_completion, vendor_work_count"
MPLADS-104080,MP_RAJ_1,Rajasthan,Kota,Sports Infrastructure,4455000,4443783,Completed,Vendor Pvt Ltd 30,Implementing Agency 14,0.2921720523869757,0.0981017854248354,0.19513691890590554,0,False,Normal,4,"agency_betweenness, vendor_total_amount, amount_zscore_in_category"
MPLADS-105215,MP_KAR_3,Karnataka,Hubli,Sports Infrastructure,2249000,2158129,Completed,Vendor Pvt Ltd 42,Implementing Agency 25,0.36315845600860774,0.026830058429825637,0.1949942572192167,0,False,Normal,4,"no_photo_flag, days_rec_to_sanction, release_ratio"
MPLADS-105083,MP_UTT_1,Uttar Pradesh,Lucknow,Sanitation/Toilets,119000,76312,In Progress,Vendor Pvt Ltd 35,Implementing Agency 27,0.3579788972936682,0.03192856053447522,0.19495372891407173,0,False,Normal,4,"desc_generic_flag, amount_zscore_in_category, days_sanction_to_completion"
MPLADS-101917,MP_KER_4,Kerala,Thiruvananthapuram,Sanitation/Toilets,370000,358069,Completed,Vendor Pvt Ltd 81,Implementing Agency 35,0.38038812975632724,0.00933668906126734,0.1948624094087973,0,False,Normal,4,"no_photo_flag, amount_zscore_in_category, release_ratio"
MPLADS-100203,MP_KER_1,Kerala,Kozhikode,Irrigation Facility,6545000,0,Recommended,Vendor Pvt Ltd 48,Implementing Agency 25,0.2563466200885623,0.1333695313654003,0.1948580757269813,0,False,Normal,4,"days_rec_to_sanction, release_ratio, days_sanction_to_completion"
MPLADS-101599,MP_RAJ_1,Rajasthan,Kota,Solar Power Installation,3219000,3124164,Completed,Vendor Pvt Ltd 60,Implementing Agency 54,0.22973685719104978,0.15946289617406786,0.19459987668255882,0,False,Normal,4,"days_sanction_to_completion, amount_zscore_in_category, days_rec_to_sanction"
MPLADS-103165,MP_UTT_2,Uttar Pradesh,Varanasi,Drinking Water Supply,3498000,3413495,Completed,Vendor Pvt Ltd 79,Implementing Agency 35,0.37669253193778995,0.012365077214785625,0.1945288045762878,0,False,Normal,4,"no_photo_flag, release_ratio, amount_zscore_in_category"
MPLADS-100723,MP_KAR_2,Karnataka,Belagavi,Street Lighting,583000,568721,Completed,Vendor Pvt Ltd 73,Implementing Agency 40,0.3080944131707039,0.08096158892811285,0.19452800104940837,0,False,Normal,4,"vendor_degree_centrality, vendor_work_count, agency_betweenness"
MPLADS-100066,MP_RAJ_1,Rajasthan,Jaipur,Sanitation/Toilets,1481000,1383061,Completed,Vendor Pvt Ltd 54,Implementing Agency 54,0.3643202749881587,0.0247103495123556,0.19451531225025717,0,False,Normal,4,"desc_generic_flag, amount_zscore_in_category, days_rec_to_sanction"
MPLADS-101957,MP_TAM_1,Tamil Nadu,Chennai,Street Lighting,312000,289596,Completed,Vendor Pvt Ltd 66,Implementing Agency 39,0.36922053734679533,0.01973424701184755,0.19447739217932145,0,False,Normal,4,"desc_generic_flag, amount_zscore_in_category, vendor_total_amount"
MPLADS-102080,MP_KER_4,Kerala,Kochi,CCTV Installation,1251000,1251000,Completed,Vendor Pvt Ltd 8,Implementing Agency 16,0.3698395569472099,0.018990504631721982,0.19441503078946593,0,False,Normal,4,"no_photo_flag, release_ratio, agency_betweenness"
MPLADS-102492,MP_MAH_1,Maharashtra,Thane,Health Facility Upgrade,877000,835890,Completed,Vendor Pvt Ltd 37,Implementing Agency 1,0.2865508641742193,0.10214560696497527,0.1943482355695973,0,False,Normal,4,"days_sanction_to_completion, amount_zscore_in_category, days_rec_to_sanction"
MPLADS-102788,MP_KER_2,Kerala,Kozhikode,Drinking Water Supply,3077000,3077000,Completed,Vendor Pvt Ltd 13,Implementing Agency 28,0.3722933646667051,0.016329609321368333,0.19431148699403672,0,False,Normal,4,"no_photo_flag, release_ratio, days_sanction_to_completion"
MPLADS-101579,MP_GUJ_2,Gujarat,Rajkot,Road Construction/Repair,5654000,0,Sanctioned,Vendor Pvt Ltd 24,Implementing Agency 6,0.2506639923167949,0.13783546136259842,0.19424972683969666,0,False,Normal,4,"days_rec_to_sanction, vendor_total_amount, release_ratio"
MPLADS-100811,MP_GUJ_1,Gujarat,Surat,Sports Infrastructure,1772000,886000,In Progress,Vendor Pvt Ltd 109,Implementing Agency 51,0.2924580748187954,0.09593705364230787,0.19419756423055162,0,False,Normal,4,"agency_work_count, agency_betweenness, days_rec_to_sanction"
MPLADS-104002,MP_UTT_2,Uttar Pradesh,Agra,Street Lighting,366000,239811,In Progress,Vendor Pvt Ltd 62,Implementing Agency 32,0.3401502295918142,0.04818510335523956,0.19416766647352687,0,False,Normal,4,"desc_generic_flag, amount_zscore_in_category, days_rec_to_sanction"
MPLADS-100173,MP_RAJ_2,Rajasthan,Jodhpur,Anganwadi Center Construction,741000,0,Sanctioned,Vendor Pvt Ltd 33,Implementing Agency 10,0.3617030859036071,0.026574574294159232,0.19413883009888316,0,False,Normal,4,"desc_generic_flag, release_ratio, agency_betweenness"
MPLADS-100165,MP_BIH_1,Bihar,Patna,Sanitation/Toilets,213000,209975,Completed,Vendor Pvt Ltd 63,Implementing Agency 38,0.3536768369359713,0.034045858862524814,0.19386134789924805,0,False,Normal,4,"desc_generic_flag, amount_zscore_in_category, days_rec_to_sanction"
MPLADS-102744,MP_RAJ_2,Rajasthan,Kota,Irrigation Facility,6581000,6180638,Completed,Vendor Pvt Ltd 4,Implementing Agency 41,0.2711966345850645,0.11635215318422325,0.19377439388464388,0,False,Normal,4,"vendor_degree_centrality, days_rec_to_sanction, vendor_work_count"
MPLADS-101245,MP_DEL_1,Delhi,New Delhi,Railway Halt Amenities,5931000,2082637,In Progress,Vendor Pvt Ltd 104,Implementing Agency 51,0.2846679200764136,0.10286700131284875,0.1937674606946312,0,False,Normal,4,"agency_work_count, agency_betweenness, days_rec_to_sanction"
MPLADS-102922,MP_GUJ_1,Gujarat,Surat,CCTV Installation,700000,662538,Completed,Vendor Pvt Ltd 34,Implementing Agency 21,0.3715829429357638,0.015843004479328366,0.1937129737075461,0,False,Normal,4,"is_round_amount, amount_zscore_in_category, release_ratio"
MPLADS-101283,MP_GUJ_5,Gujarat,Rajkot,School Infrastructure,4084000,3977300,Completed,Vendor Pvt Ltd 45,Implementing Agency 19,0.37057162683122324,0.016576831127014066,0.19357422897911866,0,False,Normal,4,"no_photo_flag, vendor_total_amount, days_sanction_to_completion"
MPLADS-105826,MP_GUJ_2,Gujarat,Rajkot,Railway Halt Amenities,3007000,0,Sanctioned,Vendor Pvt Ltd 86,Implementing Agency 17,0.28393465382416305,0.10288010512934166,0.19340737947675235,0,False,Normal,4,"days_rec_to_sanction, release_ratio, agency_betweenness"
MPLADS-101266,MP_TAM_2,Tamil Nadu,Madurai,Road Construction/Repair,2827000,2643033,Completed,Vendor Pvt Ltd 115,Implementing Agency 27,0.36476452644268825,0.021717744224929794,0.19324113533380902,0,False,Normal,4,"desc_generic_flag, days_sanction_to_completion, days_rec_to_sanction"
MPLADS-103658,MP_DEL_1,Delhi,New Delhi,Drinking Water Supply,3843000,1933605,In Progress,Vendor Pvt Ltd 37,Implementing Agency 59,0.362387844560838,0.024081144779289576,0.1932344946700638,0,False,Normal,4,"desc_generic_flag, amount_zscore_in_category, vendor_work_count"
MPLADS-103405,MP_DEL_1,Delhi,South Delhi,Solar Power Installation,889000,0,Sanctioned,Vendor Pvt Ltd 94,Implementing Agency 34,0.2808685107668891,0.10552408095500013,0.1931962958609446,0,False,Normal,4,"agency_work_count, release_ratio, agency_betweenness"
MPLADS-101779,MP_RAJ_2,Rajasthan,Jaipur,Drinking Water Supply,1869000,0,Recommended,Vendor Pvt Ltd 73,Implementing Agency 58,0.2917784686905357,0.09456511911041568,0.19317179390047567,0,False,Normal,4,"vendor_degree_centrality, vendor_work_count, release_ratio"
MPLADS-101470,MP_RAJ_1,Rajasthan,Jaipur,Street Lighting,1901000,1547387,In Progress,Vendor Pvt Ltd 8,Implementing Agency 6,0.34911534547735984,0.03720603924082995,0.1931606923590949,0,False,Normal,4,"desc_generic_flag, amount_zscore_in_category, days_rec_to_sanction"
MPLADS-104717,MP_DEL_2,Delhi,New Delhi,Sports Infrastructure,1220000,1217029,Completed,Vendor Pvt Ltd 99,Implementing Agency 2,0.3656095473671652,0.020601819086733954,0.1931056832269496,0,False,Normal,4,"no_photo_flag, days_rec_to_sanction, amount_zscore_in_category"
MPLADS-104922,MP_MAH_2,Maharashtra,Nashik,Road Construction/Repair,4039000,2121903,In Progress,Vendor Pvt Ltd 15,Implementing Agency 40,0.3580055027150537,0.028112673109003318,0.19305908791202853,0,False,Normal,4,"desc_generic_flag, agency_betweenness, vendor_degree_centrality"
MPLADS-103189,MP_KER_1,Kerala,Kochi,Sports Infrastructure,1362000,0,Recommended,Vendor Pvt Ltd 57,Implementing Agency 51,0.2914135955637072,0.09456262082889046,0.19298810819629883,0,False,Normal,4,"agency_work_count, agency_betweenness, release_ratio"
MPLADS-102622,MP_BIH_1,Bihar,Patna,Community Hall Construction,2685000,1856009,Completed,Vendor Pvt Ltd 57,Implementing Agency 30,0.3637412784544506,0.022064022295829787,0.19290265037514018,0,False,Normal,4,"no_photo_flag, amount_zscore_in_category, agency_betweenness"
MPLADS-102144,MP_WES_2,West Bengal,Malda,School Infrastructure,5591000,5215769,Completed,Vendor Pvt Ltd 112,Implementing Agency 56,0.35625460659953784,0.029438412398160696,0.19284650949884927,0,False,Normal,4,"desc_generic_flag, amount_zscore_in_category, release_ratio"
MPLADS-101740,MP_GUJ_4,Gujarat,Rajkot,Health Facility Upgrade,1413000,1368786,Completed,Vendor Pvt Ltd 67,Implementing Agency 15,0.30909376475396944,0.07624391569487976,0.1926688402244246,0,False,Normal,4,"agency_work_count, agency_betweenness, amount_zscore_in_category"
MPLADS-102995,MP_UTT_2,Uttar Pradesh,Lucknow,School Infrastructure,4944000,4744395,Completed,Vendor Pvt Ltd 2,Implementing Agency 8,0.35714486151406416,0.028111197520704186,0.19262802951738417,0,False,Normal,4,"desc_generic_flag, amount_zscore_in_category, agency_work_count"
MPLADS-100606,MP_RAJ_1,Rajasthan,Udaipur,Sports Infrastructure,809000,498986,In Progress,Vendor Pvt Ltd 97,Implementing Agency 15,0.3046474092130535,0.08059066238957302,0.19261903580131326,0,False,Normal,4,"agency_work_count, agency_betweenness, amount_zscore_in_category"
MPLADS-102772,MP_KER_2,Kerala,Kochi,Irrigation Facility,8898000,0,Sanctioned,Vendor Pvt Ltd 16,Implementing Agency 32,0.2986081697092894,0.08639585324751872,0.19250201147840407,0,False,Normal,4,"amount_zscore_in_category, release_ratio, vendor_degree_centrality"
MPLADS-105484,MP_UTT_2,Uttar Pradesh,Lucknow,Library/Reading Room,2016000,1929684,Completed,Vendor Pvt Ltd 75,Implementing Agency 40,0.24288955801189843,0.14177973465703628,0.19233464633446734,0,False,Normal,4,"days_sanction_to_completion, vendor_total_amount, agency_betweenness"
MPLADS-104645,MP_MAH_4,Maharashtra,Pune,Library/Reading Room,1201000,1137634,Completed,Vendor Pvt Ltd 84,Implementing Agency 7,0.2951887260989889,0.08916011289032832,0.1921744194946586,0,False,Normal,4,"days_sanction_to_completion, vendor_total_amount, vendor_work_count"
MPLADS-100728,MP_TAM_1,Tamil Nadu,Salem,Solar Power Installation,2911000,2838950,Completed,Vendor Pvt Ltd 43,Implementing Agency 13,0.31477331666752834,0.06919542749859148,0.1919843720830599,0,False,Normal,4,"agency_work_count, agency_betweenness, days_rec_to_sanction"
MPLADS-101994,MP_KER_3,Kerala,Kozhikode,Library/Reading Room,504000,283788,In Progress,Vendor Pvt Ltd 23,Implementing Agency 30,0.2685808930128398,0.11528947708430065,0.19193518504857024,0,False,Normal,4,"days_rec_to_sanction, amount_zscore_in_category, agency_betweenness"
MPLADS-103951,MP_KAR_3,Karnataka,Mysuru,Road Construction/Repair,7337000,6779542,In Progress,Vendor Pvt Ltd 46,Implementing Agency 52,0.36601764099764045,0.01770463215646067,0.19186113657705056,1,False,Normal,4,"network_risk_flag, agency_betweenness, agency_work_count"
MPLADS-100095,MP_GUJ_2,Gujarat,Ahmedabad,CCTV Installation,225000,214537,Completed,Vendor Pvt Ltd 81,Implementing Agency 14,0.26753263563441826,0.11617163870815919,0.19185213717128874,0,False,Normal,4,"days_sanction_to_completion, amount_zscore_in_category, agency_betweenness"
MPLADS-100505,MP_BIH_2,Bihar,Bhagalpur,Health Facility Upgrade,4249000,1999432,In Progress,Vendor Pvt Ltd 74,Implementing Agency 52,0.37544331790958,0.007772773672252611,0.1916080457909163,1,False,Normal,4,"network_risk_flag, agency_betweenness, agency_work_count"
MPLADS-103858,MP_TAM_1,Tamil Nadu,Madurai,Sanitation/Toilets,1270000,623514,In Progress,Vendor Pvt Ltd 103,Implementing Agency 14,0.3597437688085736,0.02334812516360865,0.19154594698609112,0,False,Normal,4,"desc_generic_flag, agency_betweenness, amount_zscore_in_category"
MPLADS-100721,MP_MAH_3,Maharashtra,Pune,Solar Power Installation,2430000,836422,In Progress,Vendor Pvt Ltd 27,Implementing Agency 34,0.31902813026252486,0.06376638858626611,0.19139725942439548,0,False,Normal,4,"agency_work_count, vendor_degree_centrality, vendor_total_amount"
MPLADS-103764,MP_RAJ_1,Rajasthan,Jodhpur,Sanitation/Toilets,264000,259219,Completed,Vendor Pvt Ltd 53,Implementing Agency 39,0.3470305949802481,0.0357031116318052,0.19136685330602665,0,False,Normal,4,"desc_generic_flag, amount_zscore_in_category, days_rec_to_sanction"
MPLADS-102022,MP_KAR_2,Karnataka,Hubli,Drinking Water Supply,1996000,0,Sanctioned,Vendor Pvt Ltd 63,Implementing Agency 16,0.2631213643629013,0.11961100236967079,0.19136618336628602,0,False,Normal,4,"days_rec_to_sanction, release_ratio, agency_betweenness"
MPLADS-100858,MP_GUJ_5,Gujarat,Ahmedabad,Irrigation Facility,4783000,2219049,In Progress,Vendor Pvt Ltd 66,Implementing Agency 39,0.3512808172607604,0.03137302691823385,0.19132692208949711,0,False,Normal,4,"desc_generic_flag, vendor_total_amount, days_rec_to_sanction"
MPLADS-104052,MP_MAH_3,Maharashtra,Thane,Road Construction/Repair,2401000,2261704,Completed,Vendor Pvt Ltd 7,Implementing Agency 60,0.2844837250026887,0.09804019342689005,0.1912619592147894,0,False,Normal,4,"days_sanction_to_completion, agency_work_count, amount_zscore_in_category"
MPLADS-104641,MP_RAJ_2,Rajasthan,Udaipur,Street Lighting,250000,232710,Completed,Vendor Pvt Ltd 51,Implementing Agency 28,0.36037025870412515,0.021823570300882594,0.19109691450250388,0,False,Normal,4,"desc_generic_flag, amount_zscore_in_category, days_sanction_to_completion"
MPLADS-101416,MP_KAR_2,Karnataka,Hubli,Road Construction/Repair,1527000,1427181,Completed,Vendor Pvt Ltd 73,Implementing Agency 12,0.3040712651554483,0.07800735290264758,0.19103930902904795,0,False,Normal,4,"vendor_degree_centrality, vendor_work_count, amount_zscore_in_category"
MPLADS-104459,MP_BIH_1,Bihar,Gaya,Anganwadi Center Construction,629000,600749,Completed,Vendor Pvt Ltd 14,Implementing Agency 21,0.3587778524508459,0.023104947129780645,0.19094139979031327,0,False,Normal,4,"desc_generic_flag, days_sanction_to_completion, amount_zscore_in_category"
